1,29439.268768819875
2,13576.636791930412
3,9159.138071540294
4,6676.85071525021
5,4630.081332344362
6,3142.221265706665
7,2867.7483620089256
8,2645.466188734887
9,2412.624667625431
10,2206.6676737047733
11,1980.9503600097744
12,1769.7006804571056
13,1673.326521474063
14,1581.7718557485578
15,1509.5798316794749
16,1391.2751625038552
17,1351.444898511938
18,1271.961372123949
19,1194.6182374327184
20,1122.7099897323433
21,1079.7116758188188
22,1027.859344255881
23,970.7234921163379
24,942.0292702768872
25,907.3097238667119
26,856.8462529126829
27,836.9755684320977
28,810.9698815474887
29,787.8688396915651
30,758.9681022841448
31,731.6133524840069
32,725.4833424816875
33,684.135196461683
34,671.5340480646013
35,640.5891342247231
36,628.6320690676205
37,608.96092300178
38,594.6810855744586
39,575.9757391304689
40,570.0059298097735
1,29439.268768819875
2,13576.636791930412
3,9159.138071540294
4,6676.85071525021
5,4630.081332344362
6,3142.221265706665
7,2867.7483620089256
8,2645.466188734887
9,2412.624667625431
10,2206.6676737047733
11,1980.9503600097744
12,1769.7006804571056
13,1673.326521474063
14,1581.7718557485578
15,1509.5798316794749
16,1391.2751625038552
17,1351.444898511938
18,1271.961372123949
19,1194.6182374327184
20,1122.7099897323433
21,1079.7116758188188
22,1027.859344255881
23,970.7234921163379
24,942.0292702768872
25,907.3097238667119
26,856.8462529126829
27,836.9755684320977
28,810.9698815474887
29,787.8688396915651
30,758.9681022841448
31,731.6133524840069
32,725.4833424816875
33,684.135196461683
34,671.5340480646013
35,640.5891342247231
36,628.6320690676205
37,608.96092300178
38,594.6810855744586
39,575.9757391304689
40,570.0059298097735
1,29439.268768819875
2,13576.636791930412
3,9159.138071540294
4,6676.85071525021
5,4630.081332344362
6,3142.221265706665
7,2867.7483620089256
8,2645.466188734887
9,2412.624667625431
10,2206.6676737047733
11,1980.9503600097744
12,1769.7006804571056
13,1673.326521474063
14,1581.7718557485578
15,1509.5798316794749
16,1391.2751625038552
17,1351.444898511938
18,1271.961372123949
19,1194.6182374327184
20,1122.7099897323433
21,1079.7116758188188
22,1027.859344255881
23,970.7234921163379
24,942.0292702768872
25,907.3097238667119
26,856.8462529126829
27,836.9755684320977
28,810.9698815474887
29,787.8688396915651
30,758.9681022841448
31,731.6133524840069
32,725.4833424816875
33,684.135196461683
34,671.5340480646013
35,640.5891342247231
36,628.6320690676205
37,608.96092300178
38,594.6810855744586
39,575.9757391304689
40,570.0059298097735
41,547.7270417910078
42,542.2028799696973
43,509.9265961741198
44,509.42105412524865
45,491.58358633717626
46,490.0920885543245
47,487.2860297244343
48,468.45365719689437
49,460.5393803723445
50,454.2956770259385
51,441.72203509220213
52,437.9935603988597
53,430.96400258276697
54,418.8790577846318
55,405.12348260712383
56,394.35839088274486
57,398.87202898043245
58,386.43041696868704
59,380.7351415653437
60,369.3820189694194
61,361.8589201514377
62,359.9631697758118
63,354.5535749359843
64,346.5806261069039
65,342.87947384357403
66,342.8010466349163
67,328.60453897698454
68,325.5303753619266
69,326.62243778049793
70,313.49002263277066
71,308.75926002996596
72,301.4031399721103
73,300.09248683009423
74,293.64845075651704
75,287.525095007748
76,290.878170291657
77,284.3298090218676
78,271.3672938323927
79,276.89972791116617
80,266.9258601399735
81,265.19385933277005
82,257.74748370687297
83,257.7445609748066
84,248.781659915408
85,253.8948494830503
86,249.31990116714337
87,237.04124260648314
88,239.66943663192757
89,238.14947552891994
90,235.89989589674144
91,228.62887379025375
92,226.21870471462015
93,222.67444128450285
94,220.745187749065
95,217.4507742089805
96,219.36257348189014
97,219.46852356312243
98,215.39823041484559
99,210.1322555882817
100,208.45725525533314
